title,est_emp,ann_wage,monthly_rent_allowance,year,98103: Wallingford: Wallingford: Wallingford,98115: Wedgewood: Wedgewood: Wedgewood,98133: North Park: North Park: North Park,98122: Capitol Hill/Madrona: Capitol Hill/Madrona: Capitol Hill/Madrona,98125: Lake City: Lake City: Lake City,98109: Westlake: Westlake: Westlake,98105: University District: University District: University District,98118: Rainier Valley: Rainier Valley: Rainier Valley,98102: Captiol Hill: Captiol Hill: Captiol Hill,98107: Ballard: Ballard: Ballard,98117: Ballard: Ballard: Ballard,98121: BellTown: BellTown: BellTown,98116: West Seattle/Alki: West Seattle/Alki: West Seattle/Alki,98112: Montlake: Montlake: Montlake,98101: Downtown: Downtown: Downtown,98126: West Seattle: West Seattle: West Seattle,98104: Pioneer Square: Pioneer Square: Pioneer Square
Dental Hygienists,2820,92552,2570.888888888889,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Sewing Machine Operators,2794,30439,845.5277777777778,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Taxi Drivers & Chauffeurs,2784,29818,828.2777777777778,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gaming Dealers,2689,27635,767.6388888888888,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Personal Financial Advisors,2664,122464,3401.777777777778,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Pharmacists,2660,123565,3432.3611111111113,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Order Clerks,2543,37178,1032.7222222222222,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Insurance Claims & Policy Processing Clerks,2519,44526,1236.8333333333333,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Food Servers, Nonrestaurant",2480,26554,737.6111111111112,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vocational Education Teachers, Postsecondary",2464,62817,1744.9166666666667,2016,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False
Massage Therapists,2450,54892,1524.7777777777776,2016,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Medical Records & Health Information Technicians,2408,48361,1343.361111111111,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Nonfarm Animal Caretakers,2357,26972,749.2222222222222,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Environmental Scientists & Specialists (Inc Health),2355,77609,2155.8055555555557,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Physical Therapists,2355,90452,2512.5555555555557,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Cooks, Short Order",2212,28002,777.8333333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Human Resources Managers,2186,125227,3478.527777777778,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Rehabilitation Counselors,2175,45358,1259.9444444444446,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Bill & Account Collectors,2127,37997,1055.4722222222222,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Industrial Machinery Mechanics,2120,63937,1776.0277777777776,2016,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False
Legal Secretaries,2096,53787,1494.0833333333333,2016,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Telemarketers,2011,29649,823.5833333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parts Salespersons,1865,38635,1073.1944444444446,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Loan Interviewers & Clerks,1839,37843,1051.1944444444446,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Drywall & Ceiling Tile Installers,1783,56369,1565.8055555555557,2016,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Packaging & Filling Machine Operators & Tenders,1780,31796,883.2222222222222,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Database Administrators,1772,96610,2683.611111111111,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Merchandise Displayers & Window Trimmers,1737,32322,897.8333333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medical & Clinical Laboratory Technologists,1694,69320,1925.5555555555557,2016,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
Payroll & Timekeeping Clerks,1634,49827,1384.0833333333333,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Reservation/Transportation Ticket Agents/Travel Clerks,1629,34569,960.25,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Eligibility Interviewers, Government Programs",1595,48425,1345.138888888889,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Librarians,1565,70781,1966.138888888889,2016,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Amusement & Recreation Attendants,1563,25014,694.8333333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Printing Press Operators,1551,43504,1208.4444444444446,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Producers & Directors,1527,73084,2030.111111111111,2016,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Advertising Sales Agents,1501,48814,1355.9444444444446,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Painters, Transportation Equipment",1478,62021,1722.8055555555557,2016,False,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,False
Roofers,1438,51653,1434.8055555555557,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
Editors,1422,72222,2006.1666666666667,2016,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Insurance Underwriters,1399,81479,2263.3055555555557,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Medical & Clinical Laboratory Technicians,1397,46078,1279.9444444444446,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Cargo & Freight Agents,1337,53163,1476.75,2016,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
Butchers & Meat Cutters,1335,36471,1013.0833333333334,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Entry Keyers,1330,39675,1102.0833333333333,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Occupational Therapists,1276,85359,2371.0833333333335,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Chefs & Head Cooks,1239,57238,1589.9444444444443,2016,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Emergency Medical Technicians & Paramedics,1182,67129,1864.6944444444443,2016,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
Construction & Building Inspectors,1161,72215,2005.9722222222224,2016,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
"Health Technologists & Technicians, All Other",1144,55239,1534.4166666666667,2016,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Urban & Regional Planners,1102,85988,2388.5555555555557,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Substance Abuse & Behavioral Disorder Counselors,1095,39352,1093.111111111111,2016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Education Administrators, Postsecondary",1057,110153,3059.805555555555,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Mental Health Counselors,1035,43471,1207.5277777777778,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Architectural & Civil Drafters,976,58374,1621.5,2016,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False
Instructional Coordinators,962,64765,1799.0277777777776,2016,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False
Surgical Technologists,927,55899,1552.75,2016,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Travel Agents,903,43255,1201.5277777777778,2016,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Sales Engineers,875,120313,3342.027777777778,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Physician Assistants,863,115378,3204.944444444445,2016,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Retail Salespersons,47528,31890,885.8333333333334,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Office Clerks, General",28848,39190,1088.611111111111,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cashiers,26448,28540,792.7777777777778,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Registered Nurses,26119,83796,2327.6666666666665,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Waiters & Waitresses,25987,34810,966.9444444444445,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Business Operations Specialists, All Other",21343,80930,2248.0555555555557,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Stock Clerks & Order Fillers,19085,34411,955.8611111111112,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Accountants & Auditors,17257,76644,2129.0,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
"Cooks, Restaurant",14184,30301,841.6944444444445,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Computer Systems Analysts,13587,100373,2788.1388888888887,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Teacher Assistants,13396,34906,969.6111111111112,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Management Analysts,12827,112757,3132.1388888888887,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Carpenters,12496,61321,1703.361111111111,2017,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
"Truck Drivers, Heavy & Tractor-Trailer",10871,49508,1375.2222222222224,2017,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Security Guards,10636,37132,1031.4444444444446,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Receptionists & Information Clerks,10502,34840,967.7777777777778,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Construction Laborers,9551,52108,1447.4444444444443,2017,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Computer Programmers,9159,121517,3375.472222222222,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Packers & Packagers, Hand",8223,28240,784.4444444444445,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Team Assemblers,7679,37562,1043.388888888889,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lawyers,7592,139967,3887.972222222222,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Electricians,7005,71756,1993.2222222222224,2017,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
Dishwashers,6982,25936,720.4444444444445,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bartenders,6752,35447,984.6388888888888,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Executive Secretaries & Administrative Assistants,6095,63022,1750.611111111111,2017,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Machinists,6069,53908,1497.4444444444443,2017,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Counter & Rental Clerks,5824,33950,943.0555555555555,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Civil Engineers,5769,90388,2510.777777777778,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Medical Assistants,5683,41394,1149.8333333333333,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Coaches & Scouts,5363,48829,1356.361111111111,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Plumbers, Pipefitters, & Steamfitters",5199,68291,1896.9722222222224,2017,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,True,False
Mechanical Engineers,4807,97871,2718.638888888889,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Painters, Construction & Maintenance",4759,45188,1255.2222222222222,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dental Assistants,4675,43336,1203.7777777777778,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Real Estate Sales Agents,4459,62250,1729.1666666666667,2017,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Medical Secretaries,4408,45796,1272.111111111111,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Industrial Truck & Tractor Operators,4330,47947,1331.861111111111,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fitness Trainers & Aerobics Instructors,4120,52015,1444.861111111111,2017,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Insurance Sales Agents,4098,71060,1973.888888888889,2017,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False
Dining Room & Cafeteria Attendants & Bartender Helpers,4064,27928,775.7777777777778,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Police & Sheriff's Patrol Officers,3891,86178,2393.8333333333335,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
"Cooks, Institution & Cafeteria",3736,35149,976.3611111111112,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Financial Analysts,3718,92236,2562.111111111111,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True
Tellers,3646,32062,890.6111111111112,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Public Relations Specialists,3573,73862,2051.722222222222,2017,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
Chief Executives,3489,221697,6158.25,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Self-Enrichment Education Teachers,3477,48536,1348.2222222222222,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Loan Officers,3473,77593,2155.361111111111,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Pharmacy Technicians,3390,44019,1222.75,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Graphic Designers,3362,61184,1699.5555555555557,2017,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Cost Estimators,3319,79909,2219.6944444444443,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Sewing Machine Operators,3281,30987,860.75,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Electrical & Electronic Equipment Assemblers,3235,40166,1115.7222222222222,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paralegals & Legal Assistants,3199,65629,1823.0277777777776,2017,True,True,True,False,True,False,True,True,True,False,True,False,False,True,False,True,False
Cleaners of Vehicles & Equipment,3069,30387,844.0833333333334,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sailors & Marine Oilers,3031,50576,1404.888888888889,2017,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Gaming Dealers,2894,28606,794.6111111111112,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bakers,2784,31018,861.6111111111112,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dental Hygienists,2736,93993,2610.9166666666665,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Home Health Aides,2605,27024,750.6666666666666,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pharmacists,2601,126225,3506.25,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Taxi Drivers & Chauffeurs,2596,28425,789.5833333333334,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Personal Financial Advisors,2541,110236,3062.1111111111113,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Drywall & Ceiling Tile Installers,2378,63237,1756.5833333333333,2017,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Nonfarm Animal Caretakers,2340,29418,817.1666666666666,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vocational Education Teachers, Postsecondary",2331,62652,1740.3333333333333,2017,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
Reservation/Transportation Ticket Agents/Travel Clerks,2328,38710,1075.2777777777778,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Order Clerks,2325,38546,1070.7222222222222,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Human Resources Managers,2257,128145,3559.5833333333335,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Industrial Machinery Mechanics,2215,63600,1766.6666666666667,2017,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False
"Food Servers, Nonrestaurant",2211,27887,774.6388888888888,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medical Records & Health Information Technicians,2206,48495,1347.0833333333333,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Massage Therapists,2191,59051,1640.3055555555557,2017,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
"Cooks, Short Order",2156,27969,776.9166666666666,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Physical Therapists,2125,90246,2506.8333333333335,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Insurance Claims & Policy Processing Clerks,2073,45694,1269.2777777777778,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Legal Secretaries,2023,55782,1549.5,2017,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Producers & Directors,2004,72859,2023.861111111111,2017,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
Rehabilitation Counselors,1954,48131,1336.9722222222222,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amusement & Recreation Attendants,1943,25884,719.0,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bill & Account Collectors,1932,41109,1141.9166666666667,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Packaging & Filling Machine Operators & Tenders,1870,34315,953.1944444444445,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Environmental Scientists & Specialists (Inc Health),1801,82095,2280.4166666666665,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Emergency Medical Technicians & Paramedics,1799,74966,2082.388888888889,2017,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
Loan Interviewers & Clerks,1783,38761,1076.6944444444446,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Parts Salespersons,1750,37750,1048.611111111111,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Telemarketers,1737,31130,864.7222222222222,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medical & Clinical Laboratory Technicians,1669,46014,1278.1666666666667,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Database Administrators,1655,99056,2751.555555555555,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Medical & Clinical Laboratory Technologists,1618,70064,1946.2222222222224,2017,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False
"Painters, Transportation Equipment",1618,63914,1775.388888888889,2017,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False
"Eligibility Interviewers, Government Programs",1612,48757,1354.361111111111,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Payroll & Timekeeping Clerks,1590,51371,1426.9722222222224,2017,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Roofers,1585,51292,1424.7777777777776,2017,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Advertising Sales Agents,1582,53880,1496.6666666666667,2017,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Librarians,1576,72515,2014.3055555555557,2017,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
Construction & Building Inspectors,1565,78676,2185.4444444444443,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Mental Health Counselors,1522,45103,1252.861111111111,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Occupational Therapists,1492,83705,2325.138888888889,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Data Entry Keyers,1491,41538,1153.8333333333333,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Insurance Underwriters,1449,84318,2342.1666666666665,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
Butchers & Meat Cutters,1411,40748,1131.888888888889,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Printing Press Operators,1371,46169,1282.4722222222222,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cargo & Freight Agents,1353,51259,1423.861111111111,2017,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Substance Abuse & Behavioral Disorder Counselors,1342,38774,1077.0555555555554,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Merchandise Displayers & Window Trimmers,1334,33751,937.5277777777778,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Physician Assistants,1297,117193,3255.3611111111113,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Architectural & Civil Drafters,1227,58936,1637.111111111111,2017,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
Editors,1226,63594,1766.5,2017,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False
"Education Administrators, Postsecondary",1131,111818,3106.055555555555,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Chefs & Head Cooks,1127,58250,1618.0555555555557,2017,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
Sales Engineers,1121,125460,3485.0,2017,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Travel Agents,1066,48030,1334.1666666666667,2017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Urban & Regional Planners,1064,86216,2394.888888888889,2017,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True
"Health Technologists & Technicians, All Other",1018,59452,1651.4444444444443,2017,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
Instructional Coordinators,1003,70348,1954.111111111111,2017,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False
Surgical Technologists,999,57771,1604.75,2017,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
